HSN,NAME,GST,,,,,
2803.00.90,Carbon (including carbon blacks and other forms of carbon): Other,18,,,,,
2804.00.00,"Hydrogen, rare gases and other non-metals ",18,,,,,
2804.10.00,Hydrogen,18,,,,,
2804.21.00,Argon,18,,,,,
2804.29.00,Other rare gases,18,,,,,
2804.30.00,Nitrogen,18,,,,,
2804.40.00,Oxyge - Other,18,,,,,
2804.40.00,Oxygen,18,,,,,
2804.40.00,Oxygen - Medicinal grade,18,,,,,
2804.50.00,"Boron, tellurium",18,,,,,
2804.50.10,Boron,18,,,,,
2804.50.20,Tellurium,18,,,,,
2804.61.00,Silicon (containing by weight not less than 99.99% of silicon,18,,,,,
2804.69.00,Silicon (containing by weight less than 99.99% of silicon),18,,,,,
2804.70.00,Phosphorus,18,,,,,
2804.80.00,Arsenic,18,,,,,
2804.90.00,Selenium,18,,,,,
2805.00.00,"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed; mercury.",18,,,,,
2805.11.00,Nuclear grade Sodium,5,,,,,
2805.12.00,Calcium,18,,,,,
2805.19.00,Other alkali metals,18,,,,,
2805.22.00,"Strontium, barium",18,,,,,
2805.30.00,"Rare-earth metals, scandium and yttrium",18,,,,,
2805.40.00,Mercury,18,,,,,
2806.00.00,"Hydrogen chloride, (chlorosulfuric acid); Chloro sulphuric acid.",18,,,,,
2806.10.00,Hydrogen chloride (hydrochloric acid),18,,,,,
2806.20.00,Chlorosulfuric acid,18,,,,,
2807.00.00,"Sulfuric acid, oleum",18,,,,,
2807.00.10,Sulphuric acid and anhydrides,18,,,,,
2808.00.00,"Nitric acid, sulfonitric acids.",18,,,,,
2808.00.10,Nitric acid,18,,,,,
2808.00.20,Sulphonitric Acid,18,,,,,
2809.00.00,"Diphosphorus pentaoxide; phosphoric acid; polyphosphoric acids, whether or not chemically defined. ",18,,,,,
2809.10.00,Diphosphorus pentaoxide,18,,,,,
2809.20.00,Phosphoric acid and polyphosphoric acids,18,,,,,
2809.20.10,Phosphoric acid,18,,,,,
2809.20.20,Polyphosphoric acids,18,,,,,
2810.00.00,"Oxides of boron, boric acids",18,,,,,
2810.00.10,Oxides of boron,18,,,,,
2810.00.20,Boric acids,18,,,,,
2811.00.00,Other inorganic acids and other inorganic oxygen compounds of non-metals.,18,,,,,
2811.11.00,Hydrogen fluoride (hydrofluoric acid),18,,,,,
2811.19.00,Other inorganic acids,18,,,,,
2811.21.00,Carbon dioxide,18,,,,,
2811.22.00,Silicon dioxide,18,,,,,
2811.23.00,Sulphur dioxide,18,,,,,
2811.29.00,Other inorganic oxygen compounds of non-metals,18,,,,,
2812.00.00,Halides and halide oxides of non-metals .,18,,,,,
2812.10.00,Chlorides and chloride oxides,18,,,,,
2812.10.10,Phosgene,18,,,,,
2812.10.20,Phosphorus trichloride,18,,,,,
2812.10.30,Phosphorus oxychloride,18,,,,,
2812.10.40,"Sulphur oxychloride, thionyl chloride",18,,,,,
2812.10.50,Silicon Tetrachloride,18,,,,,
2812.10.90,Halides & halide oxides of nonmetalszz: Other,18,,,,,
2812.90.00,Other halides and halide oxides of non-metals,18,,,,,
2813.00.00 �,Sulphides of non-metals  commercial phosphorus trisulphide ,18,,,,,
2813.10.00,Carbon disulfide,18,,,,,
2813.90.00,"Other sulfides of non-metals, commercial phosphorous trisulfide",18,,,,,
2813.90.10,Arsenic disulphide (artificial),18,,,,,
2813.90.20,Commercial phosphorus trisulphide,18,,,,,
2814.00.00,"Ammonia, anhydrous or in aqueous solution",18,,,,,
2814.10.00,Anhydrous ammonia,18,,,,,
2814.20.00,Ammonia in aqueous solution,18,,,,,
2815.00.00,Sodium hydroxide (caustic soda)  potassium hydroxide (caustic potash)  peroxides of sodium or potassium.,18,,,,,
2815.11.00,Solid sodium hydroxide (caustic soda),18,,,,,
2815.12.00,Sodium hydroxide (in aqueous solution  soda lye or liquid soda),18,,,,,
2815.20.00,Potassium hydroxide (caustic potash),18,,,,,
2815.30.00,Peroxides of sodium or potassium,18,,,,,
2816.00.00,"Hydroxide and peroxide of magnesium; oxides, hydroxides and peroxides, of strontium or barium.",18,,,,,
2816.10.00,Hydroxide and peroxide of magnesium,18,,,,,
2816.10.10,Magnesium Hydroxide,18,,,,,
2816.10.20,Magnesium peroxide,18,,,,,
2816.20.00,"Oxide, hydroxide and peroxide of strontium",18,,,,,
2816.30.00,"Oxide, hydroxide and peroxide of barium",18,,,,,
2817.00.00,Zinc oxide and zinc peroxide,18,,,,,
2818.00.00,"Artificial corundum, whether or not chemically defined; aluminium oxide; aluminium hydroxide.",18,,,,,
2818.10.00,"Artificial corundum, whether or not chemically defined",18,,,,,
2818.20.00,Other aluminium oxide,18,,,,,
2818.20.10,Calcined alumina,18,,,,,
2818.30.00,Alumina hydrate,18,,,,,
2818.30.00,Aluminium hydroxide,18,,,,,
2818.30.00,Specially alumina hydrate,18,,,,,
2819.00.00,Chromium oxides and hydroxides,18,,,,,
2819.10.00,Chromium trioxide,18,,,,,
2819.90.00,Other chromium oxides and hydroxides,18,,,,,
2820.00.00,Manganese oxides,18,,,,,
2820.10.00,Manganese dioxide,18,,,,,
2820.90.00,Other manganese oxides,18,,,,,
2821.00.00,"Iron oxides and hydroxides; earth colours containing 70% or more by weight of combined iron evaluated as Fe2O3 

",18,,,,,
2821.10.00,Iron oxides and hydroxides,18,,,,,
2821.10.20,Iron hydroxide,18,,,,,
2821.20.00,Earth color,18,,,,,
2822.00.00,"Cobalt oxides and hydroxides, commercial cobalt oxides",18,,,,,
2822.00.10,Cobalt oxides,18,,,,,
2822.00.20,Cobalt hydroxides,18,,,,,
2823.00.00,Titanium oxides,18,,,,,
2823.00.10,Titanium dioxides,18,,,,,
2823.00.90,Titanium oxides: Other,18,,,,,
2824.00.00,"Lead oxides, red lead and orange lead",18,,,,,
2824.10.00,"Lead monoxide (litharge, massicot)",18,,,,,
2824.20.00,"Red lead, orange lead",18,,,,,
2824.90.00,Other lead oxides,18,,,,,
2825.00.00,"Hydrazine & hydroxylamine and their inorganic salts, other inorganic bases; other metal oxides, hydroxides and peroxides",18,,,,,
2825.10.00,"Hydrazine, hydroxylamine, their inorganic salts",18,,,,,
2825.10.10,"Hydrazine , anhydrous",18,,,,,
2825.10.20,Hydrazine hydrate,18,,,,,
2825.10.30,Hydrazine sulphate,18,,,,,
2825.10.40,Hydroxylamine sulphate,18,,,,,
2825.10.90,"Hydrazine, hydroxylamine, their inorganic salts: Other",18,,,,,
2825.20.00,Lithium oxide and hydrox,18,,,,,
2825.30.00,Vanadium oxides and hydroxides,18,,,,,
2825.40.00,Nickel oxides and hydroxides,18,,,,,
2825.50.00,Copper oxides and hydroxides,18,,,,,
2825.60.00,Germanium oxides and zirconium dioxide,18,,,,,
2825.60.10,Germanium oxides ,18,,,,,
2825.60.20,Zirconium dioxide,18,,,,,
2825.70.00,Molybdenum oxides and hydroxides,18,,,,,
2825.80.00,Antimony oxides,18,,,,,
2825.90.00,"Other inorganic bases, metal oxides, hydroxides, peroxides",18,,,,,
2825.90.10,Tin oxides,18,,,,,
2825.90.20,Cadmium oxides,18,,,,,
2825.90.30,Mercury oxides {Mercuric oxide),18,,,,,
2825.90.40,Calcium hydroxide,18,,,,,
2825.90.50,Ammonium hydroxide,18,,,,,
2825.90.90,"Other inorganic bases, metal oxides, hydroxides, peroxides: Other",18,,,,,
2826.00.00,"Fluorides; fluorosilicates, fluoroaluminates and other complex fluorine salts ",18,,,,,
2826.11.00,Fluorides of ammonium or of sodium,18,,,,,
2826.11.10,Ammonium flourides,18,,,,,
2826.11.20,Sodium flourides,18,,,,,
2826.12.00,Aluminium flourides,18,,,,,
2826.12.00,Fluorides of aluminium,18,,,,,
2826.19.00,Other fluorides,18,,,,,
2826.19.10,Megnesium flourides,18,,,,,
2826.20.00,Fluorosilicates of sodium or of potassium,18,,,,,
2826.20.10,Flourosilicates of sodium,18,,,,,
2826.20.20,Flourosilicates of potassium,18,,,,,
2826.30.00,Sodium hexafluoroaluminate (synthetic cryolite),18,,,,,
2826.90.00,"Other complex fluorine salts, fluorosilicates, fluoroaluminates",18,,,,,
2827.00.00,"Chlorides, chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and iodide oxides. ",18,,,,,
2827.10.00,Ammonium chloride,18,,,,,
2827.20.00,Calcium chloride,18,,,,,
2827.31.00,Chlorides of magnesium,18,,,,,
2827.32.00,Chlorides of aluminium,18,,,,,
2827.33.00,Chlorides of iron,18,,,,,
2827.34.00,Chlorides of cobalt,18,,,,,
2827.35.00,Chlorides of nickel,18,,,,,
2827.36.00,Chlorides of zinc,18,,,,,
2827.37.00,Chlorides of tin,18,,,,,
2827.38.00,Chlorides of barium,18,,,,,
2827.39.00,Other chlorides,18,,,,,
2827.39.10,Mercuric chloride,18,,,,,
2827.39.20,Mercurous chloride,18,,,,,
2827.39.30,Strontium chloride,18,,,,,
2827.39.40,Cuprous chloride,18,,,,,
2827.41.00,Chloride oxides and chloride hydroxides of copper,18,,,,,
2827.41.10,Copper oxychloride,18,,,,,
2827.41.90,Chloride oxides and chloride hydroxides of copper: Other,18,,,,,
2827.49.00,Other chloride oxides and chloride hydroxides,18,,,,,
2827.51.00,Bromides of sodium or of potassium,18,,,,,
2827.59.00,Other bromide of sodium or of potassium,18,,,,,
2827.60.00,Iodides and iodide oxides,18,,,,,
2828.00.00,Hypochlorites  commercial calcium hypochlorites  chlorites  hypobromites.,18,,,,,
2828.10.00,"Commercial calcium hypochlorite, other calcium hypochlorites",18,,,,,
2828.10.10 ,Bleaching Powder,18,,,,,
2828.90.00,"Hypochlorites, chlorites, hypobromites",18,,,,,
2828.90.11,Bleaching powder of all varieties and discriptions,18,,,,,
2829.00.00,Chlorates and perchlorates  bromates and perbromates  iodates and periodates,18,,,,,
2829.11.00,Chlorates of sodium,18,,,,,
2829.19.00,Other chlorates,18,,,,,
2829.19.10,Barium chlorate,18,,,,,
2829.19.20,Potassium chlorate,18,,,,,
2829.19.30,Megnesium chlorate,18,,,,,
2829.19.90,Other chlorates,18,,,,,
2829.90.00,"Perchlorates, bromates.perbromates, iodates.periodates",18,,,,,
2829.90.10,Perchlorates,18,,,,,
2829.90.20,Bromates.perbromates,18,,,,,
2830.00.00,"Sulphides; polysulphides, whether or not chemically defined ",18,,,,,
2830.10.00,Sodium sulphides,18,,,,,
2830.20.00,Zinc sulphide,18,,,,,
2830.30.00,Cadmium sulfide,18,,,,,
2830.90.00,"Other sulfides, polysulphides",18,,,,,
2830.90.10,Other sulfides,18,,,,,
2830.90.20,Polysulphides,18,,,,,
2831.00.00,Dithionites and sulphoxylates ,18,,,,,
2831.10.00,Dithionites and sulpjoxylates of sodium,18,,,,,
2831.10.10,Sodium Dithionites ,18,,,,,
2831.10.20,Sodium sulfoxylates,18,,,,,
2831.90.00,"Other dithionites, sulphoxylates",18,,,,,
2831.90.10,Other dithionites,18,,,,,
2831.90.20,Other sulfoxylates,18,,,,,
2832.00.00,"Sulfites, thiosulphates",18,,,,,
2832.10.00,Other sulphites,18,,,,,
2832.10.10,Sodium bi-sulphite,18,,,,,
2832.10.20,Sodium hydrosulphite,18,,,,,
2832.10.90,Other sodium sulphites,18,,,,,
2832.20.00,Other sulphites,18,,,,,
2832.20.10,Potassium metabisulphite,18,,,,,
2832.20.20,Megnesium sulphite,18,,,,,
2832.30.00,Thiosulphates,18,,,,,
2832.30.10,Sodium thiosulphate,18,,,,,
2832.30.20,Megnesium thiosulphate,18,,,,,
2832.30.90,Other thiosulphate,18,,,,,
2833.00.00,"Sulphates, alums, peroxosulphates (per sulphates)",18,,,,,
2833.11.00,Disodium sulfate,18,,,,,
2833.19.00,Other sodium sulfates,18,,,,,
2833.21.00,Sulfates of magnesium,18,,,,,
2833.22.00,Sulfates of aluminium,18,,,,,
2833.23.00,Sulfates of chromium,18,,,,,
2833.24.00,Sulfates of nickel,18,,,,,
2833.25.00,Sulfates of copper,18,,,,,
2833.26.00,Sulfates of zinc,18,,,,,
2833.27.00,Sulfates of barium,18,,,,,
2833.29.00,Other sulfates,18,,,,,
2833.30.00,Alums,18,,,,,
2833.40.00,Peroxosulfates (persulfates),18,,,,,
2834.00.00,"Nitrites, nitrates",18,,,,,
2834.10.00,Nitrites,18,,,,,
2834.10.10,Sodium nitrite,18,,,,,
2834.10.90,Other nitrites,18,,,,,
2834.21.00,Nitrates of potassium,18,,,,,
2834.22.00,Nitrates of bismuth,18,,,,,
2834.29.00,Other nitrates,18,,,,,
2834.29.10,Strontium nitrate,18,,,,,
2834.29.20,Magnesium nitrate,18,,,,,
2834.29.30,Barium nitrate,18,,,,,
2834.29.40,Calucium nitrate,18,,,,,
2834.29.90,Thorium nitrate,18,,,,,
2835.00.00,"Phosphinates (hypophosphites), phosphonates (phosphites) and phosphates; polyphosphates, whether or not chemically defined.",18,,,,,
2835.10.00,"Phosphinates (hypophosphites), phosphonates (phosphites)",18,,,,,
2835.10.10,Calucium hypohposphite,18,,,,,
2835.10.20,Magnesium hypohposphite,18,,,,,
2835.21.00,Phosphates of triammonium,18,,,,,
2835.22.00,Phosphates of mono-sodium or of disodium,18,,,,,
2835.23.00,Phosphates of trisodium,18,,,,,
2835.24.00,Phosphates of potassium,18,,,,,
2835.25.00,Calcium hydrogenorthophosphate (dicalcium phosphate,18,,,,,
2835.26.00,Calcium hydrogenorthophosphate,18,,,,,
2835.29.00,Other phosphates of,18,,,,,
2835.31.0,Sodium triphosphate (sodium tripolyphosphate,18,,,,,
2835.39.00,Other polyphosphates,18,,,,,
2836.00.00,Carbonates  peroxocarbonates (percarbonates)  commercial ammonium carbonate containing ammonium carbamate.,18,,,,,
2836.10.00,"Commercial ammonium carbonate, other ammonium carbonates",18,,,,,
2836.20.00,Disodium carbonate,18,,,,,
2836.20.10,Di sodium carbonate dense (soda ash),18,,,,,
2836.20.20,Di sodium carbonate light (soda ash),18,,,,,
2836.20.90,Other di sodium carbonate (soda ash),18,,,,,
2836.30.00,Sodium hydrogencarbonate (sodium bicarbonate),18,,,,,
2836.40.00,Potassium carbonates,18,,,,,
2836.50.00,Calcium carbonate,18,,,,,
2836.60.00,Barium carbonate,18,,,,,
2836.70.00,Lead carbonate,18,,,,,
2836.91.00,Lithium carbonates,18,,,,,
2836.92.00,Strontium carbonate,18,,,,,
2836.93.00,Bismuth carbonate,18,,,,,
2836.99.00,"Other carbonates, peroxocarbonates (percarbonates)",18,,,,,
2836.99.10,Percarbonates,18,,,,,
2836.99.20,Magnesium carbonate,18,,,,,
2836.99.30,Aluminium bicarbonate,18,,,,,
2837.00.00,"Cyanides, cyanide oxides and complex cyanides",18,,,,,
2837.11.00,Cyanides and cyanide oxides of sodium,18,,,,,
2837.19.00,"Other cyanides, cyanide oxides",18,,,,,
2837.19.10,Potassium cyanide,18,,,,,
2837.19.20,Double cyanide of Potassium and sodium,18,,,,,
2837.20.00,Complex cyanides,18,,,,,
2837.20.10,Ammonium sulphocyanide,18,,,,,
2837.20.20,Potassium ferricyanide,18,,,,,
2837.20.30,Potassium ferrocyanide,18,,,,,
2837.20.40,Sodium ferrocyanide,18,,,,,
2837.20.50,Sodium nitrophruside,18,,,,,
2837.20.90,Other complex cyanides,18,,,,,
2838.00.00,0,0,,,,,
2839.00.00,Silicates  commercial alkali metal silicates - of sodium ,18,,,,,
2839.11.00,Sodium metasilicates,18,,,,,
2839.19.00,Silicates of sodium (other than sodium metasilicates),18,,,,,
2839.20.00,Silicates of potassium,18,,,,,
2839.90.00,"Other silicates, commercial alkali metal silicates",18,,,,,
2839.90.10,Magnesium trisilicate,18,,,,,
2839.90.90,"Silicates, commercial alkali metal silicates: Other",18,,,,,
2839.90.99,Zeolite-A N,18,,,,,
2840.00.00,Borates  peroxoborates (perborates) - disodium tetraborate (refined borax) ,18,,,,,
2840.11.00,Anhydrous,18,,,,,
2840.19.00,Other disodium tetraborate (refined borax),18,,,,,
2840.20.00,Other borates,18,,,,,
2840.20.10,Magnesium borates,18,,,,,
2840.30.00,Peroxoborates (perborates),18,,,,,
2841.00.00,Salts of oxometallic or peroxometallic acids,18,,,,,
2841.10.00,Aluminates,18,,,,,
2841.20.00,Chromates of zinc or of lead,18,,,,,
2841.30.00,Sodium dichromate,18,,,,,
2841.40.00,Potassium dichromate,18,,,,,
2841.50.00,"Other chromates and dichromates, peroxochromates",18,,,,,
2841.50.90,Potassium dichromate,18,,,,,
2841.60.00,"Manganites, manganates and permanganates",18,,,,,
2841.70.00,Molybdates,18,,,,,
2841.80.00,Tungstates (wolframates),18,,,,,
2841.90.00,Other salts of oxometallic or peroxometallic acids,18,,,,,
2842.00.00,"Other salts of inorganic acids or peroxoacids, (including aluminosilicates, whether or not chemically defined), other than azides.",18,,,,,
2842.10.00,Double or complex silicates,18,,,,,
2842.90.00,Other salts of inorganic acids or peroxoacids (excluding azides),18,,,,,
2843.00.00,"Colloidal precious metals; inorganic or organic compounds of precious metals, whether or not chemically defined; amalgams of precious metals. ",18,,,,,
2843.10.00,Colloidal precious metals,18,,,,,
2843.21.00,Silver nitrate,18,,,,,
2843.29.00,Other silver compounds,18,,,,,
2843.30.00,Gold compounds,18,,,,,
2843.90.00,"Other compounds of precious metals, amalgams",18,,,,,
2844.00.00,Radioactive chemical elements and radioactive isotopes (including the fissile or fertile chemical elements and isotopes) and their compounds  mixtures and residues containing these products.,18,,,,,
2844.10.00,"Natural uranium, its compounds; alloys, dispersions, ceramic products and mixtures",18,,,,,
2844.20.00,"Enriched uranium; plutonium; alloys, dispersions, ceramic products, mixtures",18,,,,,
2844.30.00,"Depleted uranium, thorium, their compounds; alloys, dispersions, ceramic products and mixtures",18,,,,,
2844.40.00,"Radioactive elements and isotopes and compounds; alloys, dispersion; ceramic products and mixtures; radioactive residues",18,,,,,
2844.50.00,Spent fuel elements (cartridges) of nuclear reactors,18,,,,,
2845.00.00,Heavy water and other nuclear fules,5,,,,,
2846.00.00,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures of these metals. ",18,,,,,
2846.10.00,Cerium compounds,18,,,,,
2846.10.10,Cerium oxides,18,,,,,
2846.10.90,Other cerium compounds,18,,,,,
2846.90.00,"Inorganic or organic compounds of other rare-earth metals, yttrium, scandium",18,,,,,
2846.90.10,Reare earth oxides not elsewhere included or specified,18,,,,,
2846.90.20,Reare earth fluorides not elsewhere included or specified,18,,,,,
2846.90.30,Reare earth chlorides not elsewhere included or specified,18,,,,,
2847.00.00,"Hydrogen peroxide, whether or not solidified with urea",18,,,,,
2847.00.00,Medical grade Hydrogen peroxide,12,,,,,
2848.00.00,"Phosphides, whether or not chemically defined, excluding ferrophosphorus.",18,,,,,
2848.00.10,"Phosphides, whether or not chemically defined of copper",18,,,,,
2848.00.20,"Phosphides, whether or not chemically defined of zinc",18,,,,,
2848.00.90,"Phosphides, excluding ferrophosphorus: Other",18,,,,,
2848.10.00,Phosphides of copper (containing more than 15 by weight of phosphorus),18,,,,,
2848.90.00,Phosphides of other metals or of non-metals,18,,,,,
